#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-08-16T15:29:52 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ611a83dccb671	
#INFO	-out.max=unlimited	
#INFO	queryParameters=46	
#-oc.form=sexa
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/AJ/123/2772&tab:{J/AJ/123/2772/AGB}&key:source=J/AJ/123/2772/AGB&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/123/2772/AGB
#-order=I
#-out=n_Name
#-out=Name
#-out=Vlsr
#-out=Vexp
#-out=IRAS
#-out=NIRAS
#-out=S12um
#-out=S25um
#-out=S60um
#-out=S100um
#-out.all=2
#-out=S4um
#-out=S8um
#-out=S12umM
#-out=S15um
#-out=S21um
#-out=Jmag
#-out=Hmag
#-out=Kmag
#-out=2MASS
#2MASS=2MASS
#-out=MSX
#MSX=MSX
#-out=GLON
#-out=GLAT
#-out=Vout
#-out=Sblue
#-out=Sred
#-out=vla
#-out=atca
#-out=_RA.icrs
#-out=_DE.icrs
#-out.all=2
#

#RESOURCE=yCat_51232772
#Name: J/AJ/123/2772
#Title: OH-selected AGB and post-AGB objects. I. (Sevenster+, 2002)
#Coosys	G:	galactic
#Table	J_AJ_123_2772_AGB:
#Name: J/AJ/123/2772/AGB
#Title: The catalogue of 766 OH-selected AGB and post-AGB objects (radio and infra-red data)
#Column	_RAJ2000	(A11)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A11)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	n_Name	(A1)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	Name	(A16)	OH name	[ucd=meta.id;meta.main]
#Column	Vlsr	(F6.1)	LSR velocity	[ucd=phys.veloc;pos.lsr]
#Column	Vexp	(F4.1)	Expansion velocity	[ucd=phys.veloc.expansion]
#Column	IRAS	(A10)	IRAS name	[ucd=meta.id.assoc]
#Column	NIRAS	(F6.2)	Distance between OH pos and IRAS pos in fractions of IRAS error ellipse IN THE DIRECTION of the OH source	[ucd=pos.angDistance]
#Column	S12um	(F7.2)	? Flux density at 12{mu}m if N<1.5 (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	S25um	(F7.2)	? Flux density at 25{mu}m if N<1.5 (1)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	S60um	(F8.2)	? Flux density at 60{mu}m if N<1.5 (1)	[ucd=phot.flux.density;em.IR.30-60um]
#Column	S100um	(F8.2)	? Flux density at 100{mu}m if N<1.5 (1)	[ucd=phot.flux.density;em.IR.60-100um]
#Column	S4um	(F6.2)	? MSX flux density at 4{mu}m (B2 band) if within 5" (1)	[ucd=phot.flux.density;em.IR.3-4um]
#Column	S8um	(F6.2)	? MSX flux density at 8{mu}m if within 5" (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	S12umM	(F7.2)	? MSX flux density at 12{mu}m if within 5" (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	S15um	(F7.2)	? MSX flux density at 15{mu}m if within 5" (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	S21um	(F7.2)	? MSX flux density at 21{mu}m if within 5" (1)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	Jmag	(F7.2)	? 2MASS J magnitude if within 3" (1)	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F7.2)	? 2MASS H magnitude if within 3" (1)	[ucd=phot.mag;em.IR.H]
#Column	Kmag	(F7.2)	? 2MASS Ks magnitude if within 3" (1)	[ucd=phot.mag;em.IR.K]
#Column	2MASS	(a5)	Display the 2MASS (Cat. II/246) sources within a 10-arcsec radius	[ucd=meta.ref.url]
#Column	MSX	(A3)	Display the MSX6C (Cat. V/114) sources within a 15-arcsec radius	[ucd=meta.ref.url]
#Column	GLON	(F7.3)	Galactic longitude in range [0,360]{deg} (the original table contained negative longitudes)	[ucd=pos.galactic.lon]
#Column	GLAT	(F7.3)	Galactic latitude	[ucd=pos.galactic.lat]
#Column	Vout	(F6.3)	Outflow velocity	[ucd=phys.veloc]
#Column	Sblue	(F7.3)	Blue peak flux density	[ucd=phot.flux.density;em.IR]
#Column	Sred	(F7.3)	Red peak flux density	[ucd=phot.flux.density;em.IR]
#Column	vla	(A24)	VLA spectrum name (vla/spectrumname)	[ucd=meta.id;meta.file]
#Column	atca	(A25)	ATCA spectrum name (atca/spectrumname)	[ucd=meta.id;meta.file]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F8.4)	Declination (ICRS) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
_RAJ2000	_DEJ2000	n_Name	Name	Vlsr	Vexp	IRAS	NIRAS	S12um	S25um	S60um	S100um	S4um	S8um	S12umM	S15um	S21um	Jmag	Hmag	Kmag	2MASS	MSX	GLON	GLAT	Vout	Sblue	Sred	vla	atca	_RA.icrs	_DE.icrs
17 31 47.05	-36 34 42.6	 	OH351.986-01.622	-179.4	 0.0	17284-3635	 32.09	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	351.986	-01.622	 0.000	  0.576	  0.000	vla/OH351.986-01.622.dat	                         	262.9460	-36.5785
17 31 47.79	-33 32 31.0	 	OH354.529+00.038	 -35.2	16.1	17285-3330	  0.55	   4.31	   9.38	  -18.54	-1451.00	      	      	       	       	       	       	       	       	2MASS	MSX	354.529	+00.038	16.100	  0.715	  1.749	vla/OH354.529+00.038.dat	                         	262.9491	-33.5419
17 31 55.83	-32 28 39.9	 	OH355.435+00.597	 -12.5	13.9	17286-3226	  0.34	  11.35	  21.45	   13.03	 -377.40	 -9.38	  5.93	   9.69	  12.66	  14.81	 -15.86	 -13.88	  10.61	2MASS	MSX	355.435	+00.597	13.900	  0.952	  2.138	vla/OH355.435+00.597.dat	                         	262.9826	-32.4777
17 32 15.98	-37 50 20.5	 	OH350.982-02.391	 -15.9	14.6	17288-3748	  0.40	  22.17	  26.63	    6.26	 -150.60	 14.62	 28.16	  33.98	  27.75	  35.63	   9.61	   6.81	   5.04	2MASS	MSX	350.982	-02.391	14.600	  0.648	  1.383	vla/OH350.982-02.391.dat	                         	263.0666	-37.8390
17 32 29.60	-29 55 35.9	 	OH357.638+01.890	  51.1	 0.0	17292-2953	  0.47	   2.29	   2.60	   -5.33	  -91.18	 -8.34	  1.37	   1.74	   1.59	   2.10	 -14.13	 -12.89	  11.85	2MASS	MSX	357.638	+01.890	 0.000	  0.370	  0.000	vla/OH357.638+01.890.dat	                         	263.1233	-29.9266
17 32 33.70	-29 43 13.7	 	OH357.819+01.990	 -30.7	14.6	17293-2941	  0.70	  13.15	  22.66	   10.60	  -71.95	 -8.34	 10.84	  15.45	  18.44	  23.99	       	       	       	2MASS	MSX	357.819	+01.990	14.600	  0.972	  0.703	vla/OH357.819+01.990.dat	                         	263.1404	-29.7205
17 32 38.55	-34 58 45.0	 	OH353.421-00.894	 -43.9	 0.0	17292-3456	  0.34	  -4.49	   7.34	   12.45	 -197.10	      	      	       	       	       	  14.34	  12.18	  11.13	2MASS	MSX	353.421	-00.894	 0.000	  2.452	  0.000	vla/OH353.421-00.894.dat	                         	263.1606	-34.9792
17 32 39.06	-33 04 15.3	 	OH355.021+00.146	  18.9	 0.0	17293-3302	  0.51	   4.12	  17.80	   73.83	  138.60	      	      	       	       	       	  13.55	  11.12	   9.76	2MASS	MSX	355.021	+00.146	 0.000	  0.781	  0.000	vla/OH355.021+00.146.dat	                         	263.1627	-33.0709
17 32 48.52	-33 24 05.2	 	OH354.762-00.062	   0.6	13.9	17295-3321	  0.28	  11.30	  25.17	  -13.18	 -248.00	 -9.38	 10.53	  15.69	  21.04	  23.96	 -16.27	 -14.14	  11.19	2MASS	MSX	354.762	-00.062	13.900	  3.201	  5.856	vla/OH354.762-00.062.dat	                         	263.2022	-33.4015
17 32 59.42	-33 33 47.8	 	OH354.647-00.182	  48.1	10.2	17296-3331	  0.26	   2.30	   2.85	  -32.82	  250.50	 -9.38	  1.47	   1.90	   1.72	   3.59	 -13.61	  11.42	   9.05	2MASS	MSX	354.647	-00.182	10.200	  0.319	  0.283	vla/OH354.647-00.182.dat	                         	263.2476	-33.5633
17 33 42.59	-33 30 24.5	 	OH354.776-00.277	 270.0	 0.0	17306-3328	  3.94	       	       	        	        	      	      	       	       	       	  14.35	  12.51	  11.88	2MASS	MSX	354.776	-00.277	 0.000	  0.231	  0.000	vla/OH354.776-00.277.dat	                         	263.4274	-33.5068
17 33 43.12	-27 53 00.7	 	OH359.500+02.776	 121.7	 0.0	17305-2751	  0.18	   4.41	   8.15	    3.23	  -24.76	      	      	       	       	       	 -15.80	 -14.78	  10.16	2MASS	MSX	359.500	+02.776	 0.000	  0.926	  0.000	vla/OH359.500+02.776.dat	                         	263.4297	-27.8835
17 34 09.46	-32 52 40.1	 	OH355.355-00.014	 102.8	18.3	17307-3254	 31.47	       	       	        	        	 -9.38	  2.59	   3.66	   4.65	   4.88	       	       	       	2MASS	MSX	355.355	-00.014	18.300	  0.499	  0.259	vla/OH355.355-00.014.dat	                         	263.5394	-32.8778
17 34 20.95	-34 34 55.0	 	OH353.945-00.972	-286.3	11.7	17310-3432	  0.37	   0.84	  10.85	   10.87	 -389.60	 -8.75	  0.26	  -1.32	   2.34	   8.54	  13.90	  12.34	  11.47	2MASS	MSX	353.945	-00.972	11.700	  0.677	  1.391	vla/OH353.945-00.972.dat	                         	263.5873	-34.5819
17 34 39.01	-36 16 32.5	 	OH352.554-01.941	-140.0	 0.0	17312-3614	  1.33	   6.42	   5.10	  -12.81	 -131.30	 -9.25	  2.89	   2.95	   3.08	   4.69	  11.62	   9.49	   7.94	2MASS	MSX	352.554	-01.941	 0.000	  0.427	  0.000	vla/OH352.554-01.941.dat	                         	263.6626	-36.2757
17 34 53.33	-27 45 11.0	 	OH359.750+02.629	  47.4	11.0	17317-2743	  0.17	   1.04	  27.65	   29.54	  -17.31	 -8.13	 -0.08	  -1.23	   2.36	  19.52	  10.06	   9.11	   8.54	2MASS	MSX	359.750	+02.629	11.000	  3.906	  4.601	vla/OH359.750+02.629.dat	                         	263.7222	-27.7531
17 34 57.51	-35 25 54.1	 	OH353.298-01.537	  61.5	13.1	17316-3523	  0.27	   9.65	  24.74	   12.73	 -173.20	 -8.75	  6.32	  10.57	  16.84	  23.52	       	       	       	2MASS	MSX	353.298	-01.537	13.100	  2.266	  2.365	vla/OH353.298-01.537.dat	                         	263.7396	-35.4317
17 35 01.17	-35 15 58.3	 	OH353.444-01.458	 127.2	 0.0	17316-3514	  1.91	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	353.444	-01.458	 0.000	  0.245	  0.000	vla/OH353.444-01.458.dat	                         	263.7549	-35.2662
17 35 02.83	-33 33 29.3	 	OH354.884-00.539	   8.6	14.6	17317-3331	  0.23	 104.00	 291.50	  234.50	 -736.50	      	      	       	       	       	 -16.05	 -14.77	  10.26	2MASS	MSX	354.884	-00.539	14.600	 62.572	154.966	vla/OH354.884-00.539.dat	                         	263.7618	-33.5581
17 35 31.78	-31 51 12.8	 	OH356.373+00.297	 107.9	13.1	17322-3149	  0.24	   4.75	   5.38	  -18.93	 -283.80	      	      	       	       	       	 -15.21	 -11.67	   8.94	2MASS	MSX	356.373	+00.297	13.100	  1.928	  3.086	vla/OH356.373+00.297.dat	                         	263.8824	-31.8535
17 35 41.68	-27 35 48.6	 	OH359.978+02.563	  24.8	 4.4	17325-2733	  0.22	   6.61	   3.75	   -2.40	  -28.55	 -8.13	  5.16	   4.75	   3.58	   3.97	   7.99	   6.36	   5.25	2MASS	MSX	359.978	+02.563	 4.400	  0.366	  0.368	vla/OH359.978+02.563.dat	                         	263.9237	-27.5968
17 35 44.48	-31 34 33.3	 	OH356.631+00.409	  59.7	11.7	17329-3133	  8.41	       	       	        	        	 -9.38	  7.39	   9.37	   7.29	   8.42	  13.81	  10.12	   7.70	2MASS	MSX	356.631	+00.409	11.700	  0.225	  0.582	vla/OH356.631+00.409.dat	                         	263.9353	-31.5759
17 35 46.57	-28 43 44.6	 	OH359.033+01.938	-114.7	15.3	17326-2841	  0.16	  -5.15	  10.28	    6.86	  -45.11	 -8.34	  1.78	   2.56	   4.55	   5.95	       	       	       	2MASS	MSX	359.033	+01.938	15.300	  0.748	  0.634	vla/OH359.033+01.938.dat	                         	263.9440	-28.7290
17 35 48.06	-29 53 48.3	 	OH358.052+01.304	-227.9	14.6	17326-2951	  0.22	   4.89	  11.00	   -9.65	  -93.54	 -9.63	  3.15	   4.45	   7.50	   8.56	       	       	       	2MASS	MSX	358.052	+01.304	14.600	  1.644	  0.796	vla/OH358.052+01.304.dat	                         	263.9503	-29.8967
17 35 59.12	-33 21 38.0	 	OH355.156-00.597	 -12.5	11.0	17327-3319	  0.31	  44.52	  54.37	  -20.32	 -373.10	 14.35	 27.54	  37.33	  34.37	  43.07	   9.54	   6.75	   4.83	2MASS	MSX	355.156	-00.597	11.000	  7.579	  4.580	vla/OH355.156-00.597.dat	                         	263.9964	-33.3606
17 36 09.66	-35 03 21.4	 	OH353.747-01.541	-279.4	 5.1	17328-3502	  8.84	       	       	        	        	      	      	       	       	       	  10.61	   8.91	   7.77	2MASS	MSX	353.747	-01.541	 5.100	  0.458	  0.520	vla/OH353.747-01.541.dat	                         	264.0402	-35.0559
17 36 11.33	-32 36 19.9	 	OH355.815-00.226	 -71.7	24.8	17328-3234	  0.39	  13.00	  20.65	  -18.58	 -363.00	  9.53	  4.34	   5.33	   7.18	   7.44	 -16.27	 -14.70	  10.92	2MASS	MSX	355.815	-00.226	24.800	  0.526	  0.581	vla/OH355.815-00.226.dat	                         	264.0472	-32.6055
17 36 37.68	-34 50 13.8	 	OH353.983-01.504	 150.6	 0.0	17333-3453	 40.62	       	       	        	        	      	      	       	       	       	  13.87	  12.49	  12.08	2MASS	MSX	353.983	-01.504	 0.000	  0.316	  0.000	vla/OH353.983-01.504.dat	                         	264.1570	-34.8372
17 36 59.50	-31 42 33.0	 	OH356.662+00.113	-208.2	15.3	17335-3136	 24.19	       	       	        	        	 -9.38	  1.24	   1.78	   2.11	   2.80	 -17.48	 -15.47	  13.16	2MASS	MSX	356.662	+00.113	15.300	  0.474	  0.512	vla/OH356.662+00.113.dat	                         	264.2479	-31.7092
17 37 04.85	-26 40 35.5	 	OH000.921+02.797	-214.1	 5.8	17339-2638	  0.09	  -2.05	   4.83	    2.52	  -18.43	 -8.71	 -0.09	  -1.29	   1.08	   4.61	  11.99	  10.69	   9.84	2MASS	MSX	000.921	+02.797	 5.800	  0.248	  1.449	vla/OH000.921+02.797.dat	                         	264.2702	-26.6765
17 37 15.67	-33 36 26.4	 	OH355.091-00.954	 -24.9	13.1	17340-3328	 47.76	       	       	        	        	 -8.75	  1.13	   1.79	   2.44	   3.06	 -12.44	  12.73	 -10.70	2MASS	MSX	355.091	-00.954	13.100	  0.619	  0.589	vla/OH355.091-00.954.dat	                         	264.3153	-33.6073
17 37 23.91	-33 46 16.4	 	OH354.968-01.066	  53.9	 8.8	17340-3344	  0.17	   4.15	   7.17	    2.63	 -295.10	 -8.75	  4.14	   4.55	   5.98	   6.80	 -15.55	  11.67	   8.55	2MASS	MSX	354.968	-01.066	 8.800	  0.773	  0.609	vla/OH354.968-01.066.dat	                         	264.3496	-33.7712
17 37 28.71	-34 19 31.1	 	OH354.509-01.377	 -23.2	14.6	17341-3417	  0.45	  -2.75	   7.71	   12.54	 -116.40	 -8.75	 -0.09	  -1.32	   1.10	   4.92	  14.80	  13.31	  12.38	2MASS	MSX	354.509	-01.377	14.600	  0.558	  0.691	vla/OH354.509-01.377.dat	                         	264.3696	-34.3253
17 37 29.08	-30 12 52.0	 	OH357.980+00.826	 -28.6	13.9	17342-3011	  0.09	  -3.40	   4.05	   12.40	 -214.10	      	      	       	       	       	  13.03	  11.49	  10.60	2MASS	MSX	357.980	+00.826	13.900	  0.808	  0.593	vla/OH357.980+00.826.dat	                         	264.3712	-30.2144
17 38 00.47	-31 51 55.1	 	OH356.646-00.153	  -9.6	12.4	17347-3150	  0.34	   1.49	   3.16	  -14.05	 -236.30	 -9.38	  0.76	   1.53	   2.57	   3.29	       	       	       	2MASS	MSX	356.646	-00.153	12.400	  1.044	  0.573	vla/OH356.646-00.153.dat	                         	264.5020	-31.8653
17 38 01.57	-30 53 15.3	 	OH357.474+00.367	 115.2	14.6	17348-3051	  0.53	  -3.74	   8.65	   22.91	 -316.70	      	      	       	       	       	  15.52	  12.84	  11.45	2MASS	MSX	357.474	+00.367	14.600	  2.444	  2.436	vla/OH357.474+00.367.dat	                         	264.5065	-30.8876
17 38 05.61	-36 08 45.6	 	OH353.037-02.457	  24.3	11.0	17347-3607	  0.94	   1.19	   1.56	   -1.24	   -9.35	 -9.13	  0.72	  -1.32	   1.51	   2.58	 -15.86	 -14.47	  13.34	2MASS	MSX	353.037	-02.457	11.000	  0.340	  0.667	vla/OH353.037-02.457.dat	                         	264.5234	-36.1460
17 38 27.59	-32 08 58.6	 	OH356.457-00.386	-149.0	 0.0	17352-3207	  0.23	 -49.95	 -36.62	    9.56	 -182.30	      	      	       	       	       	       	       	       	2MASS	MSX	356.457	-00.386	 0.000	  0.481	  0.000	vla/OH356.457-00.386.dat	                         	264.6149	-32.1496
17 38 53.72	-30 40 48.9	 	OH357.749+00.320	 -94.3	12.4	17356-3039	  0.28	  -5.14	   7.79	  -20.86	 -275.40	      	      	       	       	       	       	       	       	2MASS	MSX	357.749	+00.320	12.400	  1.299	  1.119	vla/OH357.749+00.320.dat	                         	264.7238	-30.6802
17 38 54.81	-34 59 26.8	 	OH354.104-01.982	  18.5	 9.5	17355-3457	  0.40	  23.31	  12.01	    2.10	  -16.58	 36.04	 26.51	  29.38	  21.64	  15.25	       	       	       	2MASS	MSX	354.104	-01.982	 9.500	  0.367	  0.270	vla/OH354.104-01.982.dat	                         	264.7284	-34.9908
17 39 01.09	-27 13 23.8	 	OH000.689+02.140	 201.4	10.2	17358-2711	  0.16	   2.13	   4.84	   -1.55	  -27.18	      	      	       	       	       	 -15.42	 -14.44	  11.24	2MASS	MSX	000.689	+02.140	10.200	  1.214	  0.714	vla/OH000.689+02.140.dat	                         	264.7546	-27.2233
17 39 07.68	-29 04 04.6	 	OH359.140+01.137	-136.6	 9.5	17359-2902	  0.38	   2.04	  12.38	    7.61	 -259.60	 -9.63	  0.43	   1.67	   3.13	  10.24	  12.75	  11.26	  10.40	2MASS	MSX	359.140	+01.137	 9.500	  1.343	  1.657	vla/OH359.140+01.137.dat	                         	264.7820	-29.0680
17 39 13.33	-32 11 57.8	 	OH356.501-00.549	  73.6	12.4	17359-3210	  0.35	   3.72	  10.82	  -29.83	 -219.70	 -8.79	  1.91	   3.96	   7.73	   8.64	  15.28	  13.37	 -12.04	2MASS	MSX	356.501	-00.549	12.400	 11.612	 30.821	vla/OH356.501-00.549.dat	                         	264.8055	-32.1994
17 39 14.98	-30 14 24.8	 	OH358.162+00.490	   2.1	19.7	17360-3012	  0.32	 220.70	 322.20	   73.28	 -265.10	      	      	       	       	       	       	       	       	2MASS	MSX	358.162	+00.490	19.700	 22.896	 20.583	vla/OH358.162+00.490.dat	                         	264.8124	-30.2402
17 39 15.39	-27 23 06.8	 	OH000.580+02.009	 102.2	11.7	17361-2721	  0.60	   3.76	   5.68	   -2.78	  -30.57	      	      	       	       	       	 -14.71	  11.39	   8.91	2MASS	MSX	000.580	+02.009	11.700	  0.221	  0.282	vla/OH000.580+02.009.dat	                         	264.8141	-27.3852
17 39 19.47	-28 08 35.2	 	OH359.946+01.593	  -8.9	 0.0	17361-2807	  0.51	  26.40	  24.17	   -5.97	  -56.96	  9.65	 21.23	  24.91	  20.11	  26.05	  10.50	   7.76	   5.82	2MASS	MSX	359.946	+01.593	 0.000	  0.523	  0.000	vla/OH359.946+01.593.dat	                         	264.8311	-28.1431
17 39 34.72	-28 37 45.3	 	OH359.564+01.287	  31.3	13.9	17364-2836	  0.38	  -3.85	   5.05	   -6.04	  -85.01	 -9.63	  2.09	   2.57	   4.08	   4.28	       	       	       	2MASS	MSX	359.564	+01.287	13.900	  1.650	  0.525	vla/OH359.564+01.287.dat	                         	264.8947	-28.6293
17 39 35.21	-29 07 21.8	 	OH359.147+01.023	-269.5	18.3	17363-2905	  1.20	   9.90	  13.80	  -22.23	 -312.40	      	      	       	       	       	 -13.90	  11.21	   8.37	2MASS	MSX	359.147	+01.023	18.300	  0.360	  0.263	vla/OH359.147+01.023.dat	                         	264.8967	-29.1227
17 39 49.65	-25 22 51.1	 	OH002.348+02.965	  34.8	11.0	17367-2521	  0.52	  -2.17	   6.29	    4.51	  -16.15	 -8.63	  0.21	  -1.26	   1.62	   4.78	  13.56	  12.15	  11.78	2MASS	MSX	002.348	+02.965	11.000	  0.632	  0.616	vla/OH002.348+02.965.dat	                         	264.9569	-25.3809
17 39 52.49	-27 23 32.2	 	OH000.647+01.889	  52.5	 0.0	17367-2722	  0.54	   3.74	   9.24	    6.00	  -35.86	      	      	       	       	       	       	       	       	2MASS	MSX	000.647	+01.889	 0.000	  0.663	  0.000	vla/OH000.647+01.889.dat	                         	264.9687	-27.3923
17 39 53.82	-27 47 21.6	 	OH000.313+01.674	-208.2	 9.5	17367-2745	  0.83	   3.73	   4.56	   -4.76	  -42.62	      	      	       	       	       	  11.88	   9.44	   7.68	2MASS	MSX	000.313	+01.674	 9.500	  0.295	  0.329	vla/OH000.313+01.674.dat	                         	264.9742	-27.7893
17 39 57.48	-31 35 58.2	 	OH357.092-00.362	  70.7	11.0	17367-3134	  0.35	  -4.02	   4.91	  -27.48	 -247.80	 -8.79	  0.23	   1.74	   1.29	   3.60	 -16.26	  13.65	  12.16	2MASS	MSX	357.092	-00.362	11.000	  2.160	  1.857	vla/OH357.092-00.362.dat	                         	264.9895	-31.5995
17 40 03.57	-33 00 11.9	 	OH355.914-01.126	  59.0	15.3	17367-3258	  0.29	   8.37	  10.30	    2.73	 -255.80	 -8.75	  5.17	   6.64	   6.28	   8.67	  10.80	   8.34	   6.64	2MASS	MSX	355.914	-01.126	15.300	  0.240	  0.190	vla/OH355.914-01.126.dat	                         	265.0149	-33.0033
17 40 05.22	-28 30 07.8	 	OH359.731+01.260	  47.3	15.3	17369-2828	  0.46	   2.45	   5.92	   -5.95	  -71.39	 -9.63	  1.16	   1.71	   2.92	   3.86	       	       	       	2MASS	MSX	359.731	+01.260	15.300	  0.542	  0.471	vla/OH359.731+01.260.dat	                         	265.0217	-28.5022
17 40 06.71	-30 02 01.5	 	OH358.436+00.442	  13.8	16.8	17368-3000	  0.71	  82.13	  92.93	  -23.10	 -234.30	      	      	       	       	       	       	       	       	2MASS	MSX	358.436	+00.442	16.800	  4.814	  3.572	vla/OH358.436+00.442.dat	                         	265.0280	-30.0337
17 40 07.43	-36 34 41.7	 	OH352.888-03.033	   5.3	13.9	17367-3633	  0.76	   8.78	  19.75	    9.94	   -9.96	 -8.96	  6.35	   8.42	  11.65	  15.23	 -14.01	 -12.82	  13.16	2MASS	MSX	352.888	-03.033	13.900	  0.853	  0.760	vla/OH352.888-03.033.dat	                         	265.0310	-36.5783
17 40 12.61	-30 56 42.6	 	OH357.675-00.060	-237.4	15.3	17368-3057	 21.09	       	       	        	        	      	      	       	       	       	 -17.72	 -13.22	  10.45	2MASS	MSX	357.675	-00.060	15.300	  6.403	  3.698	vla/OH357.675-00.060.dat	                         	265.0525	-30.9452
17 40 20.27	-33 59 12.2	 	OH355.111-01.697	  25.0	11.7	17370-3357	  1.09	   0.78	   7.48	    9.32	 -219.10	 -9.25	 -0.10	  -1.37	  -1.03	   4.80	  10.37	   9.58	   9.24	2MASS	MSX	355.111	-01.697	11.700	  2.767	  2.116	vla/OH355.111-01.697.dat	                         	265.0844	-33.9867
17 40 20.45	-28 50 54.5	 	OH359.467+01.029	 108.7	13.9	17371-2849	  0.34	   2.62	   5.30	  -17.17	  -73.97	 -9.63	  1.29	   1.60	   2.35	   3.46	 -13.58	 -12.19	  11.89	2MASS	MSX	359.467	+01.029	13.900	  0.465	  0.477	vla/OH359.467+01.029.dat	                         	265.0852	-28.8485
17 40 22.89	-27 49 11.4	 	OH000.344+01.567	 115.2	 0.0	17371-2747	  1.23	   2.14	  10.56	   14.47	  -23.56	 -9.67	 -0.09	  -1.40	  -1.03	   6.96	       	       	       	2MASS	MSX	000.344	+01.567	 0.000	  1.009	  0.000	vla/OH000.344+01.567.dat	                         	265.0954	-27.8198
17 40 26.46	-30 29 41.3	 	OH358.083+00.137	 -26.4	14.6	17371-3028	  0.74	  -3.59	   3.33	  -24.03	 -224.10	 -8.59	 -0.09	  -1.29	  -1.03	   2.89	 -12.85	  13.44	  12.00	2MASS	MSX	358.083	+00.137	14.600	  0.801	  0.921	vla/OH358.083+00.137.dat	                         	265.1102	-30.4948
17 40 33.18	-31 04 08.5	 	OH357.609-00.188	 -33.0	16.8	17373-3102	  0.37	   8.81	   9.00	  -35.91	 -219.00	 -9.38	  3.77	   4.98	   4.78	   5.80	  12.18	   8.58	   6.44	2MASS	MSX	357.609	-00.188	16.800	  0.399	  0.591	vla/OH357.609-00.188.dat	                         	265.1382	-31.0690
17 40 38.41	-28 01 01.4	 	OH000.207+01.414	  26.9	 3.7	17375-2759	  0.87	  -4.43	   6.42	  -10.52	  -69.89	 -9.67	  0.36	  -1.40	   1.34	   4.15	       	       	       	2MASS	MSX	000.207	+01.414	 3.700	  0.916	  0.288	vla/OH000.207+01.414.dat	                         	265.1601	-28.0171
17 40 39.90	-33 41 14.5	 	OH355.401-01.596	 -14.4	10.2	17373-3339	  0.32	  -2.91	   2.99	    4.75	 -297.60	      	      	       	       	       	  10.63	   9.67	   9.33	2MASS	MSX	355.401	-01.596	10.200	  1.156	  0.579	vla/OH355.401-01.596.dat	                         	265.1663	-33.6874
17 40 43.18	-30 02 04.9	 	OH358.505+00.330	 -25.7	 9.5	17375-3000	  0.42	  -4.93	  19.89	  -37.32	 -313.90	 -9.38	 -0.09	  -1.49	   2.35	  14.03	  11.52	   9.99	   9.11	2MASS	MSX	358.505	+00.330	 9.500	  1.388	  1.658	vla/OH358.505+00.330.dat	                         	265.1799	-30.0347
17 40 48.62	-31 36 33.5	 	OH357.180-00.521	  30.5	11.7	17375-3135	  0.42	  -4.79	   5.76	  -30.34	 -265.80	 -8.79	 -0.09	   1.65	   1.82	   3.61	 -16.56	 -13.97	  12.64	2MASS	MSX	357.180	-00.521	11.700	  0.749	  0.732	vla/OH357.180-00.521.dat	                         	265.2026	-31.6093
17 40 48.80	-26 50 21.3	 	OH001.227+02.005	  95.6	12.4	17376-2648	  0.40	   5.35	  11.16	   -4.52	  -31.06	      	      	       	       	       	       	       	       	2MASS	MSX	001.227	+02.005	12.400	  0.839	  0.471	vla/OH001.227+02.005.dat	                         	265.2033	-26.8392
