#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-08-16T15:49:53 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ611a88eed8b82	
#INFO	-out.max=unlimited	
#INFO	queryParameters=75	
#-oc.form=sexa
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/MNRAS/505/6051&tab:{J/MNRAS/505/6051/table1}&tab:{J/MNRAS/505/6051/table3}&tab:{J/MNRAS/505/6051/table5}&tab:{J/MNRAS/505/6051/table6}&key:source=J/MNRAS/505/6051&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/505/6051/table1,J/MNRAS/505/6051/table3,J/MNRAS/505/6051/table5,J/MNRAS/505/6051/table6
#-order=I
#-out=IRAS
#-out=OName
#-out=RAICRS
#-out=DEICRS
#-out=CRef
#-out=Group
#-out=Simbad
#Simbad=Simbad
#-out=JD
#-out=Filter
#-out=mag
#-out.all=2
#-out=e_mag
#-out=Origin
#-out=o_Jmag
#-out=AmpJ
#-out=JmagMean
#-out=o_Hmag
#-out=AmpH
#-out=HmagMean
#-out=o_Kmag
#-out=AmpK
#-out=KmagMean
#-out=o_Omag
#-out=AmpO
#-out.all=2
#-out=OmagMean
#-out=Survey
#-out=Bands
#-out=P
#-out=e_P
#-out=FitLCO
#-out=FitPerO
#-out=e_FitPerO
#-out=FitAmpO
#-out=FitOmagMean
#-out=FitAsyFactO
#-out=Fitt0O
#-out=FitLCJ
#-out.all=2
#-out=FitPerJ
#-out=e_FitPerJ
#-out=FitAmpJ
#-out=FitJmagMean
#-out=FitAsymFactJ
#-out=Fitt0J
#-out=FitLCH
#-out=FitPerH
#-out=e_FitPerH
#-out=FitAmpH
#-out=FitHmagMean
#-out=FitAsymFactH
#-out=Fitt0H
#-out.all=2
#-out=FitLCK
#-out=FitPerK
#-out=e_FitPerK
#-out=FitAmpK
#-out=FitKmagMean
#-out=FitAsymFactK
#-out=Fitt0K
#-out.all=2
#
#INFO	CatalogsExamined=4	
#  4 catalogues with potential matches were examined.
#

#RESOURCE=yCat_75056051
#Name: J/MNRAS/505/6051
#Title: Arecibo sample variability properties (Jimenez-Esteban+, 2021)
#Coosys	H:	ICRS
#Table	J_MNRAS_505_6051_table1:
#Name: J/MNRAS/505/6051/table1
#Title: Arecibo sources positions and classifications
#Column	_RAJ2000	(A14)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A14)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	IRAS	(A10)	IRAS name (HHMMm+DDMM)	[ucd=meta.id;meta.main]
#Column	OName	(a18)	Other name	[ucd=meta.id]
#Column	RAICRS	(F10.6)	ICRS (Hipparcos) Right Ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F10.6)	ICRS (Hipparcos) Declination (J2000.0 )	[ucd=pos.eq.dec;meta.main]
#Column	CRef	(A7)	Coordinates Source (AllWISE or 2MASS)	[ucd=meta.bib]
#Column	Group	(I1)	[1/4] Flag for groups (1)	[ucd=meta.code.error]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
_RAJ2000	_DEJ2000	IRAS	OName	RAICRS	DEICRS	CRef	Group	Simbad
18397+0758	2452119	H	 6.059	 0.041	NIR-MP
18397+0758	2452487	H	 5.930	 0.009	NIR-MP
18397+0758	2452850	H	 6.064	 0.012	NIR-MP
18397+0758	2451366	J	 7.041	 0.012	NIR-MP
18397+0758	2451746	J	 7.233	 0.017	NIR-MP
18397+0758	2452041	J	 7.160	 0.018	NIR-MP
18397+0758	2452119	J	 7.183	 0.020	NIR-MP
18397+0758	2452487	J	 6.973	 0.009	NIR-MP
18397+0758	2452850	J	 7.123	 0.011	NIR-MP
18397+0758	2453187	J	 6.919	 0.013	NIR-MP
18397+0758	2451366	K	 5.196	 0.008	NIR-MP
18397+0758	2451746	K	 5.286	 0.010	NIR-MP
18397+0758	2452041	K	 5.380	 0.007	NIR-MP
18397+0758	2452119	K	 5.303	 0.052	NIR-MP
18397+0758	2452487	K	 5.188	 0.010	NIR-MP
18397+0758	2452850	K	 5.345	 0.012	NIR-MP
18398+0728	2451399	H	 8.700	 0.033	2MASS
18398+0728	2451399	J	11.056	 0.024	2MASS
18398+0728	2451399	K	 6.968	 0.024	2MASS
18398+0728	2451366	H	 8.895	 0.008	NIR-MP
18398+0728	2451746	H	10.155	 0.007	NIR-MP
18398+0728	2452042	H	 8.540	 0.006	NIR-MP
18398+0728	2452119	H	 8.897	 0.039	NIR-MP
18398+0728	2452415	H	 9.608	 0.011	NIR-MP
18398+0728	2452424	H	 9.427	 0.006	NIR-MP
18398+0728	2452487	H	 8.703	 0.005	NIR-MP
18398+0728	2452530	H	 8.768	 0.132	NIR-MP
18398+0728	2452851	H	10.395	 0.009	NIR-MP
18398+0728	2453194	H	 8.510	 0.008	NIR-MP
18398+0728	2453263	H	 9.162	 0.007	NIR-MP
18398+0728	2451366	J	11.227	 0.017	NIR-MP
18398+0728	2451746	J	12.803	 0.147	NIR-MP
18398+0728	2452042	J	10.771	 0.006	NIR-MP
18398+0728	2452119	J	11.201	 0.036	NIR-MP
18398+0728	2452415	J	11.775	 0.012	NIR-MP
18398+0728	2452424	J	11.610	 0.010	NIR-MP
18398+0728	2452487	J	10.890	 0.006	NIR-MP
18398+0728	2452851	J	12.998	 0.027	NIR-MP
18398+0728	2453194	J	10.826	 0.009	NIR-MP
18398+0728	2453263	J	11.500	 0.014	NIR-MP
18398+0728	2452530	J	11.034	 0.286	NIR-MP
18398+0728	2451746	K	 8.297	 0.013	NIR-MP
18398+0728	2452042	K	 6.829	 0.007	NIR-MP
18398+0728	2452119	K	 7.257	 0.038	NIR-MP
18398+0728	2452415	K	 7.734	 0.011	NIR-MP
18398+0728	2452424	K	 7.608	 0.007	NIR-MP
18398+0728	2452487	K	 6.937	 0.006	NIR-MP
18398+0728	2452530	K	 6.942	 0.052	NIR-MP
18398+0728	2452851	K	 8.360	 0.015	NIR-MP
18398+0728	2452892	K	 8.409	 0.008	NIR-MP
18398+0728	2453187	K	 6.812	 0.018	NIR-MP
18398+0728	2453263	K	 7.300	 0.008	NIR-MP
18398+0728	2453534	K	 6.849	 0.008	NIR-MP
18398+0728	2451366	K	 7.130	 0.009	NIR-MP
18398+0728	2452837	K	 8.178	 0.027	NIR-MP
18398+0728	2453194	K	 6.841	 0.033	NIR-MP
18398+1035	2451399	J	 5.528	 0.027	2MASS
18398+1035	2451399	K	 3.699	 0.256	2MASS
18398+1035	2452123	H	 4.585	 0.022	NIR-MP
18398+1035	2452486	H	 4.849	 0.006	NIR-MP
18398+1035	2451367	H	 4.789	 0.048	NIR-MP
18398+1035	2451367	J	 5.306	 0.018	NIR-MP
18398+1035	2451751	J	 5.186	 0.015	NIR-MP
18398+1035	2452123	J	 5.661	 0.010	NIR-MP
18398+1035	2452486	J	 5.781	 0.005	NIR-MP
18398+1035	2453187	J	 5.230	 0.116	NIR-MP
18398+1035	2452123	K	 4.070	 0.024	NIR-MP
18398+1035	2452486	K	 4.420	 0.060	NIR-MP
18398+1035	2451367	K	 3.618	 0.051	NIR-MP
18400+0123	2451397	H	 8.386	 0.034	2MASS
18400+0123	2451397	J	10.385	 0.021	2MASS
18400+0123	2451397	K	 7.067	 0.018	2MASS
18400+0123	2451395	J	10.348	 0.060	DENIS
18400+0123	2451395	K	 7.073	 0.070	DENIS
18400+0123	2451364	H	 8.099	 0.010	NIR-MP
18400+0123	2451744	H	 7.675	 0.004	NIR-MP
18400+0123	2452045	H	 7.947	 0.058	NIR-MP
18400+0123	2452123	H	 7.712	 0.006	NIR-MP
18400+0123	2452414	H	 9.065	 0.006	NIR-MP
18400+0123	2452423	H	 8.856	 0.005	NIR-MP
18400+0123	2452530	H	 8.134	 0.271	NIR-MP
18400+0123	2452831	H	 9.230	 0.007	NIR-MP
18400+0123	2452851	H	 8.764	 0.011	NIR-MP
18400+0123	2452888	H	 8.016	 0.010	NIR-MP
18400+0123	2453194	H	 8.999	 0.012	NIR-MP
18400+0123	2453263	H	 9.269	 0.010	NIR-MP
18400+0123	2452486	H	 7.973	 0.007	NIR-MP
18400+0123	2451364	J	10.047	 0.004	NIR-MP
18400+0123	2451744	J	 9.596	 0.005	NIR-MP
18400+0123	2452045	J	 9.932	 0.044	NIR-MP
18400+0123	2452123	J	 9.747	 0.033	NIR-MP
18400+0123	2452530	J	 9.710	 0.093	NIR-MP
18400+0123	2452831	J	11.441	 0.010	NIR-MP
18400+0123	2452851	J	10.897	 0.008	NIR-MP
18400+0123	2452888	J	 9.943	 0.009	NIR-MP
18400+0123	2453194	J	11.143	 0.015	NIR-MP
18400+0123	2453263	J	11.384	 0.018	NIR-MP
18400+0123	2452423	J	11.010	 0.009	NIR-MP
18400+0123	2452486	J	 9.901	 0.005	NIR-MP
18400+0123	2452414	J	11.330	 0.020	NIR-MP
18400+0123	2451364	K	 6.872	 0.015	NIR-MP
18400+0123	2451744	K	 6.470	 0.005	NIR-MP
18400+0123	2452045	K	 7.130	 0.188	NIR-MP
18400+0123	2452123	K	 6.464	 0.006	NIR-MP
18400+0123	2452414	K	 7.533	 0.006	NIR-MP
18400+0123	2452423	K	 7.388	 0.011	NIR-MP
18400+0123	2452486	K	 6.628	 0.005	NIR-MP
18400+0123	2452530	K	 6.484	 0.014	NIR-MP
18400+0123	2452831	K	 7.679	 0.006	NIR-MP
18400+0123	2452851	K	 7.317	 0.009	NIR-MP
18400+0123	2452888	K	 6.965	 0.036	NIR-MP
18400+0123	2453183	K	 7.561	 0.007	NIR-MP
18400+0123	2453194	K	 7.570	 0.009	NIR-MP
18400+0123	2453263	K	 7.695	 0.016	NIR-MP
18400+0123	2453534	K	 6.926	 0.006	NIR-MP
18407+0350	2451397	H	 6.529	 0.018	2MASS
18407+0350	2451397	J	 7.650	 0.023	2MASS
18407+0350	2451397	K	 5.778	 0.023	2MASS
18407+0350	2451368	H	 6.286	 0.006	NIR-MP
18407+0350	2451745	H	 5.996	 0.007	NIR-MP
18407+0350	2452045	H	 6.415	 0.020	NIR-MP
18407+0350	2452125	H	 6.110	 0.006	NIR-MP
18407+0350	2452415	H	 6.802	 0.060	NIR-MP
18407+0350	2452424	H	 6.867	 0.006	NIR-MP
18407+0350	2452487	H	 6.413	 0.009	NIR-MP
18407+0350	2452530	H	 6.257	 0.051	NIR-MP
18407+0350	2452831	H	 7.264	 0.011	NIR-MP
18407+0350	2453183	H	 6.662	 0.009	NIR-MP
18407+0350	2453201	H	 6.781	 0.007	NIR-MP
18407+0350	2452854	H	 7.319	 0.006	NIR-MP
18407+0350	2451368	J	 7.357	 0.008	NIR-MP
18407+0350	2451745	J	 7.131	 0.014	NIR-MP
18407+0350	2452415	J	 7.929	 0.076	NIR-MP
18407+0350	2452424	J	 7.924	 0.007	NIR-MP
18407+0350	2452487	J	 7.447	 0.008	NIR-MP
18407+0350	2452530	J	 7.386	 0.023	NIR-MP
18407+0350	2452831	J	 8.440	 0.009	NIR-MP
18407+0350	2453183	J	 7.793	 0.013	NIR-MP
18407+0350	2453201	J	 7.921	 0.009	NIR-MP
18407+0350	2452125	J	 7.321	 0.009	NIR-MP
18407+0350	2452045	J	 7.481	 0.118	NIR-MP
18407+0350	2451368	K	 5.624	 0.013	NIR-MP
18407+0350	2451745	K	 5.338	 0.016	NIR-MP
18407+0350	2452045	K	 5.774	 0.091	NIR-MP
18407+0350	2452424	K	 6.111	 0.007	NIR-MP
18407+0350	2452487	K	 5.763	 0.007	NIR-MP
18407+0350	2452831	K	 6.395	 0.011	NIR-MP
18407+0350	2452855	K	 6.399	 0.015	NIR-MP
18407+0350	2453183	K	 5.946	 0.010	NIR-MP
18407+0350	2453201	K	 6.081	 0.008	NIR-MP
18407+0350	2453265	K	 6.586	 0.027	NIR-MP
18407+0350	2453534	K	 5.477	 0.009	NIR-MP
18407+0350	2452125	K	 5.497	 0.006	NIR-MP
18407+0350	2452415	K	 6.038	 0.071	NIR-MP
18407+0350	2452530	K	 5.657	 0.186	NIR-MP
18407+0601	2451397	H	 6.962	 0.033	2MASS
18407+0601	2451397	J	 8.748	 0.029	2MASS
18407+0601	2451397	K	 5.857	 0.021	2MASS
18407+0601	2451367	H	 6.777	 0.010	NIR-MP
18407+0601	2451751	H	 6.080	 0.009	NIR-MP
18407+0601	2452041	H	 7.840	 0.245	NIR-MP
18407+0601	2452415	H	 7.209	 0.026	NIR-MP
18407+0601	2452424	H	 7.216	 0.007	NIR-MP
18407+0601	2452490	H	 7.304	 0.012	NIR-MP
18407+0601	2452528	H	 7.078	 0.008	NIR-MP
18407+0601	2452831	H	 6.730	 0.009	NIR-MP
18407+0601	2452851	H	 6.945	 0.010	NIR-MP
18407+0601	2452888	H	 7.354	 0.017	NIR-MP
18407+0601	2452125	H	 6.420	 0.006	NIR-MP
18407+0601	2453199	H	 6.168	 0.009	NIR-MP
18407+0601	2451751	J	 7.584	 0.026	NIR-MP
18407+0601	2452041	J	 9.378	 0.029	NIR-MP
18407+0601	2452415	J	 8.913	 0.030	NIR-MP
18407+0601	2452424	J	 9.025	 0.008	NIR-MP
18407+0601	2452490	J	 9.126	 0.008	NIR-MP
18407+0601	2452528	J	 8.795	 0.011	NIR-MP
18407+0601	2452831	J	 8.388	 0.009	NIR-MP
18407+0601	2452851	J	 8.598	 0.008	NIR-MP
18407+0601	2452888	J	 9.075	 0.011	NIR-MP
18407+0601	2453199	J	 7.594	 0.010	NIR-MP
18407+0601	2451367	J	 8.687	 0.137	NIR-MP
18407+0601	2452125	J	 7.887	 0.005	NIR-MP
18407+0601	2451751	K	 5.221	 0.009	NIR-MP
18407+0601	2452041	K	 6.184	 0.008	NIR-MP
18407+0601	2452415	K	 6.051	 0.033	NIR-MP
18407+0601	2452424	K	 6.092	 0.009	NIR-MP
18407+0601	2452490	K	 6.108	 0.014	NIR-MP
18407+0601	2452528	K	 5.906	 0.009	NIR-MP
18407+0601	2452831	K	 5.795	 0.011	NIR-MP
18407+0601	2452888	K	 6.623	 0.036	NIR-MP
18407+0601	2453183	K	 5.346	 0.024	NIR-MP
18407+0601	2453271	K	 5.865	 0.021	NIR-MP
18407+0601	2452125	K	 5.490	 0.007	NIR-MP
18407+0601	2453199	K	 5.316	 0.011	NIR-MP
18407+0601	2451367	K	 5.780	 0.009	NIR-MP
18407+0601	2452851	K	 5.979	 0.051	NIR-MP
18407+0601	2453536	K	 5.589	 0.072	NIR-MP
18408+0730	2451399	H	 7.519	 0.044	2MASS
18408+0730	2451399	J	 9.140	 0.021	2MASS
18408+0730	2451399	K	 6.396	 0.021	2MASS
18408+0730	2451362	H	 7.829	 0.139	NIR-MP
18408+0730	2452041	H	 6.525	 0.009	NIR-MP
18408+0730	2452119	H	 7.038	 0.052	NIR-MP
18408+0730	2452417	H	 6.321	 0.009	NIR-MP
18408+0730	2452426	H	 6.409	 0.009	NIR-MP
18408+0730	2452487	H	 6.383	 0.006	NIR-MP
18408+0730	2452530	H	 7.154	 0.268	NIR-MP
18408+0730	2452851	H	 6.208	 0.008	NIR-MP
18408+0730	2452892	H	 6.938	 0.060	NIR-MP
18408+0730	2453183	H	 7.200	 0.025	NIR-MP
18408+0730	2453194	H	 7.030	 0.011	NIR-MP
18408+0730	2453270	H	 6.702	 0.019	NIR-MP
18408+0730	2453533	H	 7.664	 0.007	NIR-MP
18408+0730	2451746	H	 7.520	 0.012	NIR-MP
18408+0730	2451362	J	 9.110	 0.005	NIR-MP
18408+0730	2452041	J	 7.832	 0.015	NIR-MP
18408+0730	2452119	J	 8.425	 0.012	NIR-MP
18408+0730	2452417	J	 7.810	 0.009	NIR-MP
18408+0730	2452426	J	 7.816	 0.008	NIR-MP
18408+0730	2452487	J	 7.770	 0.007	NIR-MP
18408+0730	2452530	J	 8.301	 0.158	NIR-MP
18408+0730	2452837	J	 7.606	 0.011	NIR-MP
18408+0730	2452851	J	 7.622	 0.010	NIR-MP
18408+0730	2453183	J	 8.688	 0.013	NIR-MP
18408+0730	2453194	J	 8.449	 0.013	NIR-MP
18408+0730	2451746	J	 9.085	 0.008	NIR-MP
18408+0730	2451362	K	 6.507	 0.009	NIR-MP
18408+0730	2451746	K	 6.556	 0.009	NIR-MP
18408+0730	2452041	K	 5.525	 0.012	NIR-MP
18408+0730	2452119	K	 6.001	 0.009	NIR-MP
18408+0730	2452417	K	 5.394	 0.012	NIR-MP
18408+0730	2452426	K	 5.504	 0.009	NIR-MP
18408+0730	2452487	K	 5.452	 0.009	NIR-MP
18408+0730	2452530	K	 5.798	 0.157	NIR-MP
18408+0730	2453183	K	 6.078	 0.013	NIR-MP
18408+0730	2452767	K	 6.170	 0.070	NIR-MP
18408+0730	2452837	K	 5.010	 0.095	NIR-MP
18408+0730	2452851	K	 5.303	 0.022	NIR-MP
18408+0730	2453194	K	 6.123	 0.069	NIR-MP
18409+0431	2451397	H	 6.616	 0.034	2MASS
18409+0431	2451397	J	 8.892	 0.025	2MASS
18409+0431	2451397	K	 5.135	 0.016	2MASS
18409+0431	2451364	H	 6.371	 0.006	NIR-MP
18409+0431	2451745	H	 5.153	 0.007	NIR-MP
18409+0431	2452045	H	 6.357	 0.017	NIR-MP
18409+0431	2452122	H	 6.509	 0.007	NIR-MP
18409+0431	2452415	H	 4.855	 0.007	NIR-MP
18409+0431	2452424	H	 4.890	 0.005	NIR-MP
18409+0431	2452529	H	 4.890	 0.090	NIR-MP
18409+0431	2453227	H	 5.470	 0.023	NIR-MP
18409+0431	2453267	H	 5.385	 0.012	NIR-MP
18409+0431	2453195	H	 4.926	 0.012	NIR-MP
18409+0431	2453531	H	 6.494	 0.337	NIR-MP
18409+0431	2452853	H	 6.002	 0.008	NIR-MP
18409+0431	2452490	H	 4.763	 0.025	NIR-MP
18409+0431	2453184	H	 4.884	 0.020	NIR-MP
18409+0431	2452837	H	 5.951	 0.054	NIR-MP
18409+0431	2451364	J	 8.474	 0.009	NIR-MP
18409+0431	2452045	J	 8.599	 0.058	NIR-MP
18409+0431	2452122	J	 8.789	 0.009	NIR-MP
18409+0431	2452415	J	 6.522	 0.014	NIR-MP
18409+0431	2452424	J	 6.530	 0.007	NIR-MP
18409+0431	2452490	J	 6.549	 0.008	NIR-MP
18409+0431	2452529	J	 6.569	 0.113	NIR-MP
18409+0431	2453531	J	 8.061	 0.009	NIR-MP
18409+0431	2453195	J	 6.673	 0.010	NIR-MP
18409+0431	2451745	J	 6.771	 0.010	NIR-MP
18409+0431	2452853	J	 8.039	 0.010	NIR-MP
18409+0431	2451364	K	 5.035	 0.017	NIR-MP
18409+0431	2452045	K	 4.970	 0.091	NIR-MP
18409+0431	2452415	K	 3.882	 0.013	NIR-MP
18409+0431	2452424	K	 4.149	 0.023	NIR-MP
18409+0431	2452529	K	 3.958	 0.056	NIR-MP
18409+0431	2451369	K	 5.144	 0.038	NIR-MP
18409+0431	2451745	K	 4.677	 0.032	NIR-MP
18409+0431	2452853	K	 4.758	 0.008	NIR-MP
18409+0431	2453195	K	 3.996	 0.013	NIR-MP
18409+0431	2453531	K	 5.292	 0.348	NIR-MP
18409+0431	2452122	K	 4.853	 0.124	NIR-MP
18409+0431	2452490	K	 3.630	 0.025	NIR-MP
18415+0404	2451398	H	 6.862	 0.026	2MASS
18415+0404	2451398	J	 8.759	 0.026	2MASS
18415+0404	2451398	K	 5.593	 0.017	2MASS
18415+0404	2451365	H	 7.013	 0.007	NIR-MP
18415+0404	2451745	H	 6.699	 0.008	NIR-MP
18415+0404	2452042	H	 5.846	 0.005	NIR-MP
18415+0404	2452415	H	 6.900	 0.006	NIR-MP
18415+0404	2452424	H	 6.783	 0.005	NIR-MP
18415+0404	2452487	H	 5.825	 0.011	NIR-MP
18415+0404	2452528	H	 5.829	 0.007	NIR-MP
18415+0404	2452837	H	 6.728	 0.019	NIR-MP
18415+0404	2452850	H	 6.752	 0.009	NIR-MP
18415+0404	2452888	H	 7.015	 0.031	NIR-MP
18415+0404	2453184	H	 6.092	 0.007	NIR-MP
18415+0404	2453199	H	 6.232	 0.007	NIR-MP
18415+0404	2453265	H	 7.287	 0.013	NIR-MP
18415+0404	2453534	H	 5.822	 0.006	NIR-MP
18415+0404	2452125	H	 5.981	 0.005	NIR-MP
18415+0404	2451365	J	 8.925	 0.011	NIR-MP
18415+0404	2451745	J	 8.483	 0.014	NIR-MP
18415+0404	2452042	J	 7.343	 0.005	NIR-MP
18415+0404	2452125	J	 7.563	 0.005	NIR-MP
18415+0404	2452415	J	 8.674	 0.007	NIR-MP
18415+0404	2452424	J	 8.478	 0.007	NIR-MP
18415+0404	2452487	J	 7.294	 0.011	NIR-MP
18415+0404	2452528	J	 7.305	 0.012	NIR-MP
18415+0404	2452850	J	 8.492	 0.007	NIR-MP
18415+0404	2452888	J	 8.480	 0.008	NIR-MP
18415+0404	2453199	J	 7.792	 0.007	NIR-MP
18415+0404	2451365	K	 5.690	 0.013	NIR-MP
18415+0404	2451745	K	 5.592	 0.007	NIR-MP
18415+0404	2452042	K	 4.924	 0.007	NIR-MP
18415+0404	2452125	K	 5.008	 0.008	NIR-MP
18415+0404	2452415	K	 5.725	 0.007	NIR-MP
18415+0404	2452424	K	 5.628	 0.009	NIR-MP
18415+0404	2452487	K	 4.920	 0.008	NIR-MP
18415+0404	2452528	K	 4.887	 0.013	NIR-MP
18415+0404	2452850	K	 5.611	 0.013	NIR-MP
18415+0404	2453199	K	 5.297	 0.012	NIR-MP
18415+0404	2452888	K	 6.193	 0.054	NIR-MP
18420+1137	2451399	H	 9.194	 0.022	2MASS
18420+1137	2451399	J	10.967	 0.024	2MASS
18420+1137	2451399	K	 7.880	 0.036	2MASS
18420+1137	2451751	H	 8.812	 0.012	NIR-MP
18420+1137	2452042	H	 7.963	 0.005	NIR-MP
18420+1137	2452416	H	 8.230	 0.222	NIR-MP
18420+1137	2452418	H	 8.216	 0.007	NIR-MP
18420+1137	2452487	H	 8.173	 0.010	NIR-MP
18420+1137	2452530	H	 8.436	 0.103	NIR-MP
18420+1137	2452850	H	 8.022	 0.011	NIR-MP
18420+1137	2452891	H	 7.986	 0.011	NIR-MP
18420+1137	2453197	H	 8.738	 0.007	NIR-MP
18420+1137	2453263	H	 8.054	 0.016	NIR-MP
18420+1137	2453533	H	 9.080	 0.007	NIR-MP
18420+1137	2451369	H	 9.121	 0.010	NIR-MP
18420+1137	2452125	H	 8.414	 0.007	NIR-MP
18420+1137	2452834	H	 7.928	 0.031	NIR-MP
18420+1137	2453183	H	 8.938	 0.029	NIR-MP
18420+1137	2451369	J	10.713	 0.009	NIR-MP
18420+1137	2451751	J	10.333	 0.023	NIR-MP
18420+1137	2452042	J	 9.439	 0.007	NIR-MP
18420+1137	2452418	J	 9.678	 0.007	NIR-MP
18420+1137	2452487	J	 9.644	 0.007	NIR-MP
18420+1137	2452530	J	10.253	 0.344	NIR-MP
18420+1137	2452834	J	 9.645	 0.015	NIR-MP
18420+1137	2452850	J	 9.626	 0.009	NIR-MP
18420+1137	2453197	J	10.462	 0.009	NIR-MP
18420+1137	2453263	J	 9.457	 0.010	NIR-MP
18420+1137	2452125	J	 9.935	 0.009	NIR-MP
18420+1137	2452416	J	 9.720	 0.273	NIR-MP
18420+1137	2451369	K	 7.857	 0.007	NIR-MP
18420+1137	2451751	K	 7.605	 0.011	NIR-MP
18420+1137	2452042	K	 6.851	 0.007	NIR-MP
18420+1137	2452418	K	 7.045	 0.009	NIR-MP
18420+1137	2452487	K	 7.082	 0.007	NIR-MP
18420+1137	2452530	K	 7.277	 0.040	NIR-MP
18420+1137	2453197	K	 7.470	 0.008	NIR-MP
18420+1137	2453263	K	 6.948	 0.034	NIR-MP
18420+1137	2452125	K	 7.302	 0.006	NIR-MP
18420+1137	2452834	K	 7.083	 0.130	NIR-MP
18420+1137	2452850	K	 7.083	 0.108	NIR-MP
18420+1137	2452416	K	 7.875	 0.495	NIR-MP
18430+0039	2451398	H	 8.389	 0.053	2MASS
18430+0039	2451398	J	10.761	 0.026	2MASS
18430+0039	2451398	K	 6.954	 0.023	2MASS
18430+0039	2451380	J	10.672	 0.060	DENIS
18430+0039	2451380	K	 6.768	 0.080	DENIS
18430+0039	2451364	H	 8.250	 0.022	NIR-MP
18430+0039	2451745	H	 9.558	 0.007	NIR-MP
18430+0039	2452043	H	 8.495	 0.015	NIR-MP
18430+0039	2452414	H	10.513	 0.005	NIR-MP
18430+0039	2452423	H	10.509	 0.004	NIR-MP
18430+0039	2452487	H	10.069	 0.009	NIR-MP
18430+0039	2452529	H	 9.188	 0.035	NIR-MP
18430+0039	2452850	H	 9.642	 0.013	NIR-MP
18430+0039	2452888	H	10.002	 0.023	NIR-MP
18430+0039	2453201	H	 9.750	 0.011	NIR-MP
18430+0039	2453263	H	 9.295	 0.017	NIR-MP
18430+0039	2452125	H	 8.987	 0.009	NIR-MP
18430+0039	2452833	H	 9.545	 0.013	NIR-MP
18430+0039	2451364	J	10.550	 0.010	NIR-MP
18430+0039	2451745	J	11.978	 0.012	NIR-MP
18430+0039	2452043	J	10.647	 0.010	NIR-MP
18430+0039	2452487	J	12.670	 0.011	NIR-MP
18430+0039	2452529	J	11.417	 0.174	NIR-MP
18430+0039	2452833	J	11.773	 0.008	NIR-MP
18430+0039	2452850	J	11.935	 0.011	NIR-MP
18430+0039	2452888	J	12.479	 0.016	NIR-MP
18430+0039	2453201	J	11.981	 0.018	NIR-MP
18430+0039	2453263	J	11.290	 0.014	NIR-MP
18430+0039	2452414	J	13.178	 0.091	NIR-MP
18430+0039	2452423	J	13.213	 0.011	NIR-MP
18430+0039	2452125	J	11.243	 0.011	NIR-MP
18430+0039	2451364	K	 6.823	 0.023	NIR-MP
18430+0039	2451745	K	 7.936	 0.009	NIR-MP
18430+0039	2452043	K	 7.072	 0.028	NIR-MP
18430+0039	2452125	K	 7.553	 0.005	NIR-MP
18430+0039	2452414	K	 8.532	 0.005	NIR-MP
18430+0039	2452423	K	 8.539	 0.006	NIR-MP
18430+0039	2452487	K	 8.135	 0.006	NIR-MP
18430+0039	2452529	K	 7.571	 0.011	NIR-MP
18430+0039	2452850	K	 8.173	 0.010	NIR-MP
18430+0039	2453186	K	 8.460	 0.005	NIR-MP
18430+0039	2453201	K	 8.092	 0.010	NIR-MP
18430+0039	2453263	K	 7.808	 0.015	NIR-MP
18430+0039	2452833	K	 8.108	 0.013	NIR-MP
18430+0039	2453533	K	 8.389	 0.015	NIR-MP
18433+0039	2451398	H	 9.894	 0.024	2MASS
18433+0039	2451398	J	13.538	 0.024	2MASS
18433+0039	2451398	K	 7.615	 0.021	2MASS
18433+0039	2451380	J	13.167	 0.090	DENIS
18433+0039	2451380	K	 7.584	 0.060	DENIS
18433+0039	2451364	H	 9.720	 0.012	NIR-MP
18433+0039	2451745	H	 9.385	 0.016	NIR-MP
18433+0039	2452045	H	 8.894	 0.023	NIR-MP
18433+0039	2452125	H	 9.341	 0.012	NIR-MP
18433+0039	2452414	H	11.472	 0.005	NIR-MP
18433+0039	2452423	H	11.502	 0.004	NIR-MP
18433+0039	2452487	H	11.305	 0.004	NIR-MP
